year,sex,country,state,time,activity,type,deadly_attack
2020,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,Y
2020,Female,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
2020,Male,USA,Delaware,Afternoon,Skimboarding,Unknown,N
2020,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
2020,Male,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
2020,Male,AUSTRALIA,Queensland,Night,Fishing,Unprovoked,N
2020,Male,THAILAND,"Muang district of Satun province, ",Night,Playing,Unprovoked,N
2020,Male,SPAIN,Canary Islands,Night,Playing,Unprovoked,N
2020,Unknown,FRENCH POLYNESIA,Tahiti,Night,Snorkeling,Unprovoked,N
2020,Male,USA,California,Afternoon,Surf,Unprovoked,Y
2020,Male,AUSTRALIA,Victoria,Evening,Surf,Unprovoked,N
2020,Female,USA,California,Afternoon,Swimming,Unprovoked,N
2020,Male,USA,California,Evening,Body boarding,Unknown,N
2020,Female,AUSTRALIA,New South Wales,Morning,Swimming,Unprovoked,N
2020,Female,USA,Florida,Morning,Surf,Unprovoked,N
2020,Male,AUSTRALIA,Queensland,Evening,Swimming,Unprovoked,Y
2020,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2020,Male,USA,California,Evening,Paddle boarding,Unprovoked,N
2020,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2020,Male,USA,Florida,Morning,Surf,Unprovoked,N
2020,Female,AUSTRALIA,Queensland,Afternoon,Unknown,Unprovoked,N
2020,Male,NEW ZEALAND,North Island,Night,Fishing,Provoked,N
2020,Male,FIJI,Vanua Levu,Morning,Fishing,Unprovoked,N
2020,Male,NEW ZEALAND,North Island,Morning,Surf,Unprovoked,N
2020,Male,USA,Maui,Morning,Paddle boarding,Unprovoked,N
2020,Male,FRENCH POLYNESIA,Marquesas,Morning,Canoe,Unprovoked,N
2020,Female,BAHAMAS,Exumas,Night,Floating ,Provoked,N
2020,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2020,Female,NEW ZEALAND,Southland,Night,Surf,Unprovoked,N
2020,Male,USA,North Carolina,Afternoon,Surf,Unprovoked,N
2020,Male,THAILAND,Phang Nga Province,Morning,Swimming,Unprovoked,N
2020,Female,AUSTRALIA,Queensland,Evening,Swimming,Unprovoked,N
2020,Male,AUSTRALIA,Western Australia,Afternoon,Diving,Unprovoked,Y
2020,Male,NEW CALEDONIA,Unknown,Afternoon,Unknown,Unprovoked,N
2020,Male,AUSTRALIA,Western Australia,Evening,Swimming,Unknown,Y
2019,Male,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,N
2019,Female,SEYCHELLES,Praslin,Evening,Swimming,Unprovoked,N
2019,Male,PAPUA NEW GUINEA,Central Province,Evening,Fishing,Unprovoked,Y
2019,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2019,Female,NEW ZEALAND,Southland,Evening,Boogie boarding,Unprovoked,N
2019,Male,USA,California,Evening,Surf,Unprovoked,N
2019,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Provoked,U
2019,Male,REUNION ISLAND,Unknown,Night,Kayaking,Unknown,U
2019,Male,AUSTRALIA,Western Australia,Morning,Diving,Unprovoked,N
2019,Male,USA,Hawaii,Morning,Paddle boarding,Unprovoked,N
2019,Male,USA,Florida,Night,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Queensland,Evening,Snorkeling,Unprovoked,N
2019,Male,AUSTRALIA,Queensland,Night,Fishing,Unknown,U
2019,Male,MEXICO,Guerrero,Afternoon,Fishing,Provoked,N
2019,Male,ISRAEL,Unknown,Night,Snorkeling,Unprovoked,N
2019,Male,FRENCH POLYNESIA,Moorea,Night,Feeding a shark,Provoked,N
2019,Male,USA,Florida,Night,Surf,Unprovoked,N
2019,Male,MEXICO,Baja ,Night,Snorkeling,Unprovoked,N
2019,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Fishing,Sea Disaster,N
2019,Female,USA,California,Morning,Surf,Unprovoked,N
2019,Male,REUNION ISLAND,Saint-Gilles,Night,Snorkeling,Unknown,Y
2019,Male,AUSTRALIA,Queensland,Morning,Snorkeling,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Surf,Provoked,N
2018,Male,USA,California,Morning,Fishing,Unprovoked,N
2019,Female,FRENCH POLYNESIA,Moorea,Morning,Snorkeling,Unprovoked,U
2019,Male,AUSTRALIA,Queensland,Evening,Surf,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2019,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2019,Male,USA,California,Evening,Kayaking,Sea Disaster,N
2019,Male,USA,Guam,Night,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Northern Territory ,Afternoon,Fishing,Provoked,N
2019,Female,USA,Hawaii,Morning,Surf,Unprovoked,N
2019,Male,USA,Florida,Evening,Swimming,Unprovoked,N
2019,Male,USA,Florida,Evening,Surf,Unprovoked,N
2019,Unknown,USA,Hawaii,Morning,Snorkeling,Unprovoked,N
2019,Female,USA,South Carolina,Night,Unknown,Unprovoked,N
2019,Male,AUSTRALIA,Western Australia,Morning,Fishing,Unprovoked,N
2019,Male,USA,Cayman Islands,Night,Fishing,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Unknown,Unprovoked,N
2019,Male,USA,Florida,Morning,Surf,Provoked,N
2019,Male,USA,Florida,Morning,Wading,Unprovoked,N
2019,Female,USA,Hawaii,Morning,Swimming,Unprovoked,N
2019,Male,FIJI,Unknown,Afternoon,Fishing,Unprovoked,N
2019,Male,USA,Florida,Morning,Wading,Unprovoked,N
2019,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Standing,Unprovoked,N
2019,Female,USA,Florida,Evening,Surf,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2019,Male,USA,Florida,Night,Fishing,Unprovoked,N
2019,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
2019,Male,USA,North Carolina,Night,Fishing,Provoked,N
2019,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2019,Female,AUSTRALIA,Queensland,Evening,Snorkeling,Unprovoked,U
2019,Male,USA,Florida,Evening,Boogie boarding,Unprovoked,N
2019,Male,USA,Florida,Night,Surf,Unprovoked,N
2019,Male,USA,Rhode Island,Evening,Surf,Unprovoked,N
2019,Unknown,USA,Florida,Night,Diving,Unknown,U
2019,Male,NEW ZEALAND,Chatham Islands,Morning,Diving,Unprovoked,N
2019,Female,USA,North Carolina,Evening,Surf,Unprovoked,N
2019,Female,USA,Florida,Morning,Boogie boarding,Unprovoked,N
2019,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Queensland,Morning,Paddle boarding,Unprovoked,N
2019,Male,MEXICO,Quinta Roo,Night,Fishing,Provoked,N
2019,Male,BAHAMAS,Abaco Islands,Evening,Snorkeling,Unprovoked,N
2019,Male,USA,Florida,Evening,Surf,Unprovoked,N
2019,Female,BAHAMAS,Lucayan Archipelago,Afternoon,Snorkeling,Unprovoked,Y
2019,Male,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
2019,Male,USA,North Carolina,Evening,Swimming,Unprovoked,N
2019,Male,BAHAMAS,Unknown,Night,Snorkeling,Unprovoked,U
2019,Male,USA,Georgia,Morning,Swimming,Unprovoked,N
2019,Male,USA,North Carolina,Afternoon,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Tasmania,Night,Diving,Unprovoked,N
2019,Male,AUSTRALIA,New South Wales,Afternoon,Surf,Unknown,N
2019,Female,USA,North Carolina,Afternoon,Standing,Unprovoked,N
2019,Male,NEW CALEDONIA,Bélep Islands,Night,Fishing,Unprovoked,Y
2019,Male,USA,Hawaii,Morning,Swimming,Unprovoked,Y
2019,Male,NEW CALEDONIA,Noumea,Evening,Swimming,Unprovoked,N
2019,Male,USA,New Jersey,Night,Body boarding,Unprovoked,N
2019,Male,FIJI,Unknown,Night,Diving,Unprovoked,N
2019,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Queensland,Evening,Surf,Unprovoked,N
2019,Male,REUNION ISLAND,Unknown,Evening,Surf,Unprovoked,Y
2019,Female,USA,Hawaii,Morning,Swimming,Unprovoked,N
2019,Female,USA,California,Night,Surf,Unprovoked,N
2019,Male,BRAZIL,Fernando de Noronha,Night,Fishing,Provoked,N
2019,Male,USA,Florida,Evening,Fishing,Unprovoked,N
2019,Male,AUSTRALIA,New South Wales,Afternoon,Fishing,Unprovoked,N
2019,Female,USA,Hawaii,Morning,Kayaking,Unprovoked,N
2019,Male,USA,Florida,Evening,Unknown,Unprovoked,N
2019,Female,USA,Florida,Evening,Boogie boarding,Unknown,N
2019,Male,USA,Hawaii,Night,Picking opihi,Unknown,N
2019,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
2019,Female,CHINA,Liaoning Province,Night,Diving,Provoked,N
2019,Male,USA,Hawaii,Morning,Canoe,Sea Disaster,N
2019,Male,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,N
2019,Male,USA,Florida,Evening,Surf,Unprovoked,N
2019,Male,MEXICO,Guerrero,Evening,Swimming,Unprovoked,N
2019,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
2019,Male,USA,Florida,Afternoon,Boogie boarding,Unprovoked,N
2019,Male,USA,Oregon,Morning,Surf,Unprovoked,N
2019,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Fishing,Provoked,N
2019,Male,USA,California,Morning,Surf,Unprovoked,N
2019,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2019,Male,BRAZIL,Fernando de Noronha,Evening,Surf,Unprovoked,N
2019,Male,AUSTRALIA,Northern Territory ,Night,Fishing,Unprovoked,N
2019,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
2019,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2019,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Sea Disaster,N
2019,Male,USA,Florida,Morning,Fishing,Unprovoked,N
2019,Male,REUNION ISLAND,Unknown,Morning,Fishing,Unprovoked,Y
2019,Female,NEW ZEALAND,South Island,Evening,Boogie boarding,Unknown,N
2019,Female,AUSTRALIA,Western Australia,Morning,Swimming,Unprovoked,N
2019,Female,AUSTRALIA,Queensland,Morning,Wading,Unknown,N
2019,Male,USA,California,Morning,Surf,Unprovoked,N
2018,Male,MEXICO,Sonora,Morning,Diving,Unprovoked,Y
2018,Male,AUSTRALIA,New South Wales,Morning,Unknown,Provoked,N
2018,Male,NEW ZEALAND,North Island,Morning,Fishing,Unprovoked,N
2018,Male,NEW ZEALAND,North Island,Morning,Fishing,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales ,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2018,Male,USA,Florida,Evening,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Northern Territory ,Morning,Fishing,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Afternoon,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Queensland,Morning,Kayaking,Sea Disaster,N
2018,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Morning,Body boarding,Unprovoked,N
2018,Male,BAHAMAS,Exumas,Afternoon,Swimming,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Queensland,Evening,Swimming,Unprovoked,Y
2018,Male,EGYPT,Unknown,Night,Diving,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Morning,Surf,Unprovoked,N
2018,Female,USA,Florida,Afternoon,Surf,Unprovoked,N
2018,Male,USA,Florida,Night,Surf,Unprovoked,N
2018,Male,USA,California,Morning,Diving,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2018,Male,NEW ZEALAND,North Island,Evening,Surf,Unprovoked,N
2018,Male,SAMOA,Upolo,Night,Surf,Sea Disaster,N
2018,Male,AUSTRALIA,Western Australia,Afternoon,Fishing,Unknown,N
2018,Female,USA,Florida,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Queensland,Afternoon,Fishing,Provoked,N
2018,Male,USA,California,Morning,Diving,Unprovoked,N
2018,Male,AUSTRALIA,Northern Territory ,Afternoon,Unknown,Unprovoked,N
2018,Male,USA,California,Afternoon,Fishing,Sea Disaster,N
2018,Male,FIJI,Vanua Levu,Afternoon,Diving,Provoked,N
2018,Female,BAHAMAS,Abaco Islands,Afternoon,Fishing,Unprovoked,N
2018,Female,USA,Florida,Afternoon,Unknown,Unknown,N
2018,Male,JAMAICA,St. Marys Parish,Night,Fishing,Unprovoked,Y
2018,Female,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,N
2018,Female,AUSTRALIA,Queensland,Evening,Swimming,Unprovoked,N
2018,Male,USA,Massachusetts,Afternoon,Boogie boarding,Unprovoked,Y
2018,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2018,Male,USA,Hawaii,Morning,Paddle boarding,Unprovoked,N
2018,Male,USA,Florida,Morning,Surf,Unprovoked,N
2018,Male,IRELAND,County Cork,Evening,Fishing,Provoked,N
2018,Male,BAHAMAS,Unknown,Night,Diving,Unprovoked,N
2018,Male,USA,California,Night,Swimming,Unprovoked,N
2018,Male,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
2018,Male,USA,North Carolina,Morning,Surf,Unprovoked,N
2018,Male,ITALY,"Chieti, Province",Night,Playing,Unprovoked,N
2018,Female,BAHAMAS,Abaco Islands,Morning,Standing,Unprovoked,N
2018,Male,USA,Maryland,Evening,Unknown,Unknown,N
2018,Male,USA,Massachusetts,Evening,Swimming,Unprovoked,N
2018,Male,USA,Texas,Morning,Fishing,Unprovoked,N
2018,Male,USA,North Carolina,Night,Standing,Unprovoked,N
2018,Female,USA,North Carolina,Morning,Swimming,Unprovoked,N
2018,Male,EGYPT,Unknown,Afternoon,Snorkeling,Unprovoked,Y
2018,Male,USA,Florida,Night,Surf,Unprovoked,N
2018,Female,CHINA,Guizhou Province,Afternoon,Putting hand in shark tank,Provoked,N
2018,Male,USA,New York,Afternoon,Boogie Boarding,Unprovoked,N
2018,Female,USA,New York,Morning,Wading,Unprovoked,N
2018,Female,USA,Texas,Evening,Surf,Unknown,U
2018,Male,COLOMBIA,San Andres and Providencia Archipelago,Night,Fishing,Unknown,U
2018,Female,USA,California,Afternoon,Wading,Provoked,N
2018,Female,USA,Florida,Afternoon,Surf,Unknown,N
2018,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
2018,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2018,Male,USA,Florida,Morning,Surf,Unprovoked,N
2018,Female,BAHAMAS,The Exuma Cays,Night,Floating ,Unprovoked,N
2018,Male,USA,Florida,Afternoon,Snorkeling,Unknown,N
2018,Female,USA,South Carolina,Afternoon,Boogie boarding,Unprovoked,N
2018,Female,USA,California,Evening,Paddling,Sea Disaster,N
2018,Male,USA,Florida,Night,Fishing,Provoked,N
2018,Female,USA,Georgia,Afternoon,Standing,Unprovoked,N
2018,Male,USA,Hawaii,Morning,Surf,Unknown,N
2018,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
2018,Male,MEXICO,Colima,Night,Diving,Provoked,N
2018,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
2018,Male,BRAZIL,Pernambuco,Afternoon,Swimming,Unprovoked,Y
2018,Male,EGYPT,Unknown,Night,Diving,Unprovoked,N
2018,Male,USA,Florida,Night,Fishing,Provoked,N
2018,Male,USA,Florida,Evening,Walking,Unprovoked,N
2018,Male,USA,Florida,Afternoon,Standing,Unprovoked,N
2018,Male,AUSTRALIA,Queensland,Morning,Feeding a shark,Provoked,N
2018,Male,USA,South Carolina,Night,Boogie boarding,Unprovoked,N
2018,Male,USA,South Carolina,Afternoon,Swimming,Unprovoked,N
2018,Male,ENGLAND,Cornwall,Morning,Fishing,Unknown,N
2018,Female,AUSTRALIA,Westerm Australia,Night,Feeding a shark,Provoked,N
2018,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Morning,Surf,Unknown,N
2018,Male,THAILAND,Hua Hin,Night,Swimming,Unprovoked,N
2018,Male,USA,Texas,Night,Fishing,Provoked,N
2018,Male,COSTA RICA,Cocos Island,Morning,Diving,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Evening,Surf,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Morning,Surf,Unknown,N
2018,Male,AUSTRALIA,Western Australia,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Afternoon,Surf,Unprovoked,N
2018,Male,MALDIVES,Alifu Alifu Atoll,Night,Fishing,Unprovoked,N
2018,Male,SOUTH AFRICA,Western Cape Province,Morning,Surf,Unprovoked,N
2018,Male,USA,Hawaii,Night,Body boarding,Unprovoked,N
2018,Male,THAILAND,Hua Hin,Night,Swimming,Unprovoked,N
2018,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,U
2018,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Morning,Surf,Unprovoked,N
2018,Male,BAHAMAS,New Providence,Morning,Surf,Unprovoked,N
2018,Male,BRAZIL,Alagoas,Night,Fishing,Unknown,N
2018,Male,NEW CALEDONIA,Unknown,Evening,Foilboarding,Unprovoked,N
2018,Male,BAHAMAS,Unknown,Evening,Swimming,Unprovoked,N
2018,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
2018,Male,USA,Hawaii,Morning,Paddle boarding,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Evening,Wading,Unprovoked,N
2018,Male,AUSTRALIA,Victoria,Afternoon,Swimming,Unprovoked,N
2018,Male,AUSTRALIA,Victoria,Morning,Surf,Unprovoked,N
2018,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Diving,Unprovoked,N
2018,Female,AUSTRALIA,New South Wales,Evening,Swimming,Unprovoked,N
2018,Male,AUSTRALIA,Victoria,Night,Fishing,Provoked,N
2018,Male,AUSTRALIA,New South Wales,Evening,Walking,Unprovoked,N
2018,Female,AUSTRALIA,Queensland,Evening,Swimming,Unknown,N
2018,Female,BRAZIL,"Boi Island, Victoria",Night,Fishing,Unknown,N
2018,Male,ECUADOR,Galapagos Islands,Night,Snorkeling,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Night,Fishing,Unknown,N
2018,Male,AUSTRALIA,Western Australia,Morning,Unknown,Unprovoked,N
2018,Male,NEW CALEDONIA,Unknown,Afternoon,Fishing,Unprovoked,N
2018,Male,FRENCH POLYNESIA,Unknown,Morning,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Queensland,Afternoon,Diving,Unprovoked,N
2018,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
2018,Male,BRAZIL,Fernando de Noronha,Afternoon,Surf,Unprovoked,N
2018,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
2017,Female,USA,Hawaii,Evening,Surf,Unprovoked,N
2017,Female,USA,California,Afternoon,Surf,Unprovoked,N
2017,Male,MALAYSIA,Sepang,Night,Fishing,Provoked,N
2017,Female,BAHAMAS,Unknown,Night,Snorkeling,Unprovoked,N
2017,Male,COSTA RICA,Cocos Island,Night,Diving,Unprovoked,N
2017,Female,COSTA RICA,Cocos Island,Night,Diving,Unprovoked,Y
2017,Unknown,LIBYA,Unknown,Night,2 boats capsized,Sea Disaster,Y
2017,Male,USA,California,Afternoon,Fishing,Unprovoked,N
2017,Female,USA,Florida,Afternoon,Surf,Unprovoked,N
2017,Male,Unknown,Unknown,Night,Surf,Unprovoked,N
2017,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2017,Male,CUBA,Holquin Province,Night,Bathing,Unprovoked,Y
2017,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
2017,Male,AUSTRALIA,Queensland,Night,Snorkeling,Unprovoked,N
2017,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2017,Male,USA,Hawaii,Afternoon,Paddle boarding,Unprovoked,N
2017,Male,MAURITIUS,Pamplemousses ,Afternoon,Swimming,Unprovoked,N
2017,Male,USA,Florida,Evening,Surf,Unprovoked,N
2017,Female,USA,Florida,Morning,Swimming,Unprovoked,N
2017,Female,AUSTRALIA,South Australia,Afternoon,Fishing,Unprovoked,N
2017,Male,NEW ZEALAND,North Island,Morning,Kayaking,Sea Disaster,N
2017,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
2017,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
2017,Female,USA,Hawaii,Afternoon,Snorkeling,Unprovoked,N
2017,Male,SOUTH AFRICA,Western Cape Province,Night,Diving,Unknown,U
2017,Male,USA,Florida,Morning,Surf,Unprovoked,N
2017,Male,AUSTRALIA,Western Australia,Evening,Surf,Unprovoked,N
2017,Male,USA,New York,Afternoon,Surf,Unknown,U
2017,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2017,Male,USA,Florida,Morning,Surf,Unprovoked,N
2017,Male,SPAIN,Canary Islands,Night,Surf,Unprovoked,N
2017,Male,USA,Florida,Evening,Surf,Unprovoked,N
2017,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Diving,Unknown,U
2017,Male,SAMOA, Upolu Island,Night,Fishing,Unknown,N
2017,Unknown,AUSTRALIA,Westerm Australia,Night,Fishing,Sea Disaster,N
2017,Male,USA,Florida,Evening,Surf,Unprovoked,N
2017,Male,AUSTRALIA,Westerm Australia,Afternoon,Swimming,Unprovoked,N
2017,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2017,Male,SOLOMON ISLANDS,Unknown,Night,Fishing,Unprovoked,N
2017,Male,SOUTH AFRICA,Western Cape Province,Morning,Swimming,Unprovoked,Y
2017,Male,JAPAN,Shizuoka Prefecture,Morning,Surf,Unprovoked,N
2017,Male,USA,Florida,Night,Swimming,Unprovoked,N
2017,Female,USA,Texas,Night,Swimming,Unprovoked,N
2017,Male,USA,Florida,Morning,Surf,Unprovoked,N
2017,Male,AUSTRALIA,Victoria,Morning,Surf,Unprovoked,N
2017,Female,USA,Florida,Afternoon,Wading,Unprovoked,N
2017,Female,SPAIN,Castellón,Afternoon,Swimming,Unknown,U
2017,Male,NEW ZEALAND,North Island,Night,Canoe,Sea Disaster,N
2017,Male,USA,Massachusetts,Morning,SUP,Unprovoked,N
2017,Male,BAHAMAS,Unknown,Afternoon,Fishing,Unprovoked,N
2017,Male,USA,South Carolina,Afternoon,Swimming,Unprovoked,N
2017,Female,EGYPT,Red Sea Protectorate,Night,Snorkeling,Unprovoked,N
2017,Male,USA,Massachusetts,Night,Fishing,Provoked,N
2017,Male,USA,California,Morning,Fishing,Sea Disaster,N
2017,Male,USA,Florida,Evening,Skimboarding,Unprovoked,N
2017,Male,USA,South Carolina,Afternoon,Swimming,Unknown,U
2017,Female,USA,South Carolina,Afternoon,Unknown,Unprovoked,N
2017,Female,BAHAMAS,New Providence District,Night,Snorkeling,Unprovoked,N
2017,Male,BAHAMAS,40 miles off Grand Bahama Island,Night,Fishing,Unprovoked,N
2017,Male,"ST HELENA, BRITISH OVERSEAS TERRITORY",Ascension Island,Evening,Surf,Unprovoked,N
2017,Female,USA,New Jersey,Night,Unknown,Unprovoked,N
2017,Female,SPAIN,Majorca,Afternoon,Swimming,Unprovoked,N
2017,Female,USA,Florida,Afternoon,Unknown,Unprovoked,N
2017,Female,USA,South Carolina,Night,Swimming,Unknown,U
2017,Male,USA,California,Morning,Kayaking,Sea Disaster,N
2017,Male,USA,California,Morning,SUP,Unprovoked,N
2017,Male,USA,Washington,Evening,Surf,Unprovoked,N
2017,Male,AUSTRALIA,Western Australia,Morning,Surf,Unprovoked,N
2017,Male,USA,California,Morning,Kayaking,Sea Disaster,N
2017,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
2017,Male,MEXICO,Tabasco,Night,Fishing,Provoked,N
2017,Female,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
2017,Unknown,COMOROS,Anjouan,Night,Fishing,Unknown,U
2017,Male,USA,South Carolina,Evening,Fishing,Unknown,U
2017,Female,USA,South Carolina,Night,Swimming,Unprovoked,N
2017,Male,USA,Florida,Morning,Surf,Unprovoked,N
2017,Female,USA,South Carolina,Night,Swimming,Unprovoked,N
2017,Male,REUNION ISLAND,Unknown,Morning,Body boarding,Unprovoked,N
2017,Male,SPAIN,Ibiza Island,Afternoon,Swimming,Unprovoked,N
2017,Male,FRENCH POLYNESIA,Marquesas,Night,Surf,Unprovoked,N
2017,Female,BAHAMAS,Unknown,Night,Feeding a shark,Unprovoked,N
2017,Male,AUSTRALIA,Western Australia,Morning,Body boarding,Unprovoked,N
2017,Female,AUSTRALIA,Victoria,Afternoon,Surf,Unprovoked,N
2017,Male,USA,Florida,Morning,Surf,Unprovoked,N
2017,Male,UNITED KINGDOM,South Devon,Night,Surf,Unprovoked,N
2017,Male,USA,Florida,Night,Fishing,Unprovoked,N
2017,Female,BAHAMAS,New Providence ,Afternoon,Snorkeling,Unprovoked,N
2017,Female,USA,South Carolina,Night,Touching a shark,Provoked,N
2017,Male,USA,Florida,Morning,Feeding a shark,Unprovoked,N
2017,Male,AUSTRALIA,New South Wales,Night,Fishing,Unknown,N
2017,Male,UNITED ARAB EMIRATES,"Sharjah, ",Morning,Fishing,Unprovoked,N
2017,Male,AUSTRALIA,Queensland,Night,Attempting to lasso a shark,Provoked,N
2017,Male,MEXICO,Baja California Sur,Evening,Snorkeling,Unprovoked,Y
2017,Female,USA,California,Afternoon,Surf,Unknown,U
2017,Female,USA,California,Evening,Swimming,Unprovoked,N
2017,Male,SOUTH AFRICA,Western Cape Province,Evening,Surf,Unprovoked,N
2017,Female,USA,South Carolina,Morning,Surf,Unprovoked,N
2017,Male,REUNION ISLAND,Saint-Leu,Morning,Body boarding,Unprovoked,Y
2017,Female,NEW ZEALAND,South Island,Afternoon,Body boarding,Unprovoked,N
2017,Female,USA,Florida,Night,Photography and filming,Unknown,U
2017,Female,"ST HELENA, BRITISH OVERSEAS TERRITORY",Ascension Island,Evening,Snorkeling,Unprovoked,N
2017,Male,USA,South Carolina,Morning,Swimming,Unknown,U
2017,Unknown,USA,Florida,Afternoon,Unknown,Unprovoked,N
2017,Female,AUSTRALIA,Western Australia,Evening,Surf,Unprovoked,Y
2017,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
2017,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2017,Female,USA,Florida,Afternoon,Surf,Unprovoked,N
2017,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Diving,Unknown,U
2017,Female,USA,Florida,Evening,Surf,Unprovoked,N
2017,Female,USA,Florida,Evening,Paddle boarding,Unprovoked,N
2017,Female,USA,Florida,Evening,Swimming,Unprovoked,N
2017,Male,USA,Florida,Night,Swimming,Unprovoked,N
2017,Female,USA,Florida,Afternoon,Swimming,Unprovoked,N
2017,Male,AUSTRALIA,Queensland,Afternoon,Kakaying,Unprovoked,N
