year,sex,country,state,time,activity,type,deadly_attack
1976,Male,USA,Florida,Night,Swimming,Unprovoked,Y
1976,Male,USA,Florida,Night,Swimming,Unprovoked,Y
1976,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1976,Male,USA,North Carolina,Night,Surf,Unprovoked,N
1976,Male,USA,Oregon,Afternoon,Surf,Unprovoked,N
1976,Male,USA,Florida,Morning,Fishing,Unprovoked,N
1976,Male,USA,Louisiana,Night,Playing,Unprovoked,N
1976,Male,USA,Hawaii,Night,Diving,Unprovoked,Y
1976,Male,USA,Florida,Night,Fishing,Unprovoked,N
1976,Male,USA,Florida,Night,Diving,Unprovoked,N
1976,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
1976,Male,ITALY,Reggio Calabria Province,Night,Fishing,Provoked,N
1976,Female,AUSTRALIA,Queensland,Night,Sitting in bow of her father's 5 m boat,Sea Disaster,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1976,Unknown,USA,Texas,Night,Unknown,Unknown,U
1976,Male,USA,Florida,Afternoon,Standing,Unprovoked,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Unknown,Sea Disaster,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Unknown,Sea Disaster,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Shark watching,Sea Disaster,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Provoked,N
1976,Female,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1976,Unknown,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Provoked,N
1976,Male,USA,Florida,Night,Fishing,Unprovoked,N
1976,Male,NEW ZEALAND,North Island,Afternoon,Fishing,Unprovoked,Y
1976,Male,USA,Hawaii,Night,Diving,Unprovoked,Y
1975,Unknown,AUSTRALIA,South Australia,Night,Attempting to drive shark away from the beach,Sea Disaster,N
1975,Male,USA,California,Afternoon,Fishing,Unprovoked,N
1975,Male,AUSTRALIA,New South Wales,Night,Feeding a shark,Provoked,N
1975,Male,AUSTRALIA,New South Wales,Night,Standing,Unprovoked,N
1975,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Standing,Unprovoked,N
1975,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1975,Male,USA,Florida,Night,Surf,Unprovoked,N
1975,Male,USA,New Jersey,Morning,Surf,Unknown,U
1975,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
1975,Unknown,USA,California,Night,Surf,Unknown,U
1975,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Paddle boarding,Unprovoked,N
1975,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1975,Male,USA,Florida,Afternoon,Floating ,Unprovoked,N
1975,Male,USA,California,Afternoon,Diving,Unprovoked,N
1975,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,N
1975,Female,USA,Oregon,Night,Sea disaster,Sea Disaster,Y
1975,Male,AUSTRALIA,Tasmania,Afternoon,Diving,Unprovoked,Y
1975,Male,USA,Florida,Night,Diving,Unprovoked,N
1975,Male,AUSTRALIA,Queensland,Night,Surf,Unprovoked,N
1975,Male,USA,California,Afternoon,Surf,Unprovoked,N
1975,Male,USA,California,Afternoon,Diving,Unprovoked,N
1975,Female,USA,Florida,Morning,Swimming,Unprovoked,N
1975,Male,AUSTRALIA,Western Australia,Night,Fishing,Provoked,N
1975,Male,USA,Florida,Night,Surf,Unprovoked,N
1975,Male,USA,South Carolina,Evening,Swimming,Unprovoked,N
1975,Female,USA,South Carolina,Afternoon,Standing,Unprovoked,N
1975,Male,USA,Alabama,Night,Swimming,Unprovoked,N
1975,Male,USA,Florida,Night,Surf,Unprovoked,N
1975,Male,USA,Florida,Night,Unknown,Provoked,N
1975,Male,USA,Florida,Morning,Surf,Unprovoked,N
1975,Female,USA,Florida,Night,Bathing,Unprovoked,N
1975,Male,ITALY,Genoa Province,Night,Diving,Unknown,U
1975,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1975,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1975,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Swimming,Unknown,U
1975,Female,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1975,Male,USA,Florida,Night,Floating ,Unprovoked,N
1975,Unknown,AUSTRALIA,Queensland,Night,Diving,Provoked,N
1975,Male,SOUTH AFRICA,Western Cape Province,Night,Attempting to drag hooked shark ashore by its tail,Provoked,N
1975,Unknown,BANGLADESH,Ganges-Brahmaputra delta,Night,Ferry capsized,Sea Disaster,Y
1975,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Surf,Unprovoked,N
1975,Unknown,SOUTH AFRICA,Western Cape Province,Night,Unknown,Sea Disaster,N
1975,Male,AUSTRALIA,South Australia,Evening,Swimming,Unprovoked,Y
1975,Male,AUSTRALIA,Victoria,Night,Fishing,Unprovoked,N
1975,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1975,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Provoked,N
1975,Male,AUSTRALIA,South Australia,Night,Surf,Unprovoked,Y
1975,Male,BERMUDA,Unknown,Night,Fishing,Unprovoked,N
1975,Male,REUNION ISLAND,Unknown,Night,Unknown,Unprovoked,Y
1974,Male,AUSTRALIA,South Australia,Morning,Fishing,Sea Disaster,N
1974,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,N
1974,Male,USA,Florida,Afternoon,Standing,Unprovoked,N
1974,Male,USA,California,Morning,Surf,Unprovoked,N
1974,Male,USA,California,Afternoon,Diving,Unprovoked,N
1974,Female,ISRAEL,Red Sea,Evening,Swimming,Unprovoked,N
1974,Male,USA,California,Evening,Surf,Unprovoked,N
1974,Male,USA,California,Evening,Surf,Unprovoked,N
1974,Male,AUSTRALIA,Queensland,Night,Fishing,Sea Disaster,N
1974,Male,USA,Oregon,Morning,Surf,Unprovoked,N
1974,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,N
1974,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,Y
1974,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,N
1974,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,N
1974,Male,CROATIA, Split-Dalmatia County,Afternoon,Unknown,Unprovoked,Y
1974,Male,USA,California,Night,Surf,Unprovoked,N
1974,Male,USA,California,Night,Diving,Unprovoked,N
1974,Male,USA,Georgia,Night,Swimming,Unprovoked,Y
1974,Male,USA,Florida ,Night,Adrift after the sinking of the motor yacht Princess Dianne,Sea Disaster,Y
1974,Female,USA,Florida,Morning,Swimming,Unprovoked,N
1974,Male,USA,California,Morning,Surf,Unprovoked,N
1974,Male,BRAZIL,Unknown,Night,Fishing,Sea Disaster,Y
1974,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1974,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Standing,Unprovoked,N
1974,Female,USA,Florida,Night,Swimming,Unprovoked,N
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1974,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,N
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,N
1974,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1974,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Sitting,Unprovoked,N
1974,Male,AUSTRALIA,South Australia,Night,Diving,Unprovoked,Y
1974,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Swimming,Unprovoked,N
1974,Male,MOZAMBIQUE,Gaza,Night,Swimming,Unprovoked,Y
1974,Male,MOZAMBIQUE,Gaza,Night,Swimming,Unprovoked,Y
1974,Male,AUSTRALIA,Western Australia,Night,Fishing,Unprovoked,N
1974,Unknown,CROATIA,Primorje-Gorski Kotar County ,Night,Unknown,Unprovoked,Y
1973,Male,MOZAMBIQUE,Gaza,Morning,Fishing,Unprovoked,N
1973,Male,MOZAMBIQUE,Gaza,Afternoon,Swimming,Unprovoked,Y
1973,Male,PHILIPPINES,Luzon,Night,Swimming,Unprovoked,Y
1973,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
1973,Male,MEXICO,Guerrero,Afternoon,Swimming,Unprovoked,Y
1973,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,N
1973,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1973,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1973,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Sea Disaster,Y
1973,Male,BAHAMAS,Grand Bahama Island,Afternoon,Fishing,Unprovoked,N
1973,Male,HONG KONG,Mirs Bay ,Night,Swimming,Unprovoked,Y
1973,Male,MEXICO,Baja California,Evening,Fishing,Unprovoked,Y
1973,Male,EGYPT,Red Sea,Night,Unknown,Unprovoked,N
1973,Unknown,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,U
1973,Male,AUSTRALIA,Queensland,Night,Surf,Unprovoked,N
1973,Male,USA,Virginia,Night,Crabbing (spearing crabs),Unprovoked,N
1973,Male,HONG KONG,Unknown,Night,Swimming,Unprovoked,N
1973,Male,MEXICO,Guerrero,Evening,Wading,Unprovoked,Y
1973,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1973,Male,MOZAMBIQUE,Gaza,Morning,Fishing,Unprovoked,Y
1973,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Unprovoked,N
1973,Unknown,MEXICO,Guerrero,Night,Swimming,Unprovoked,Y
1973,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Provoked,N
1973,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1973,Male,PALAU,Aulong Island,Night,Diving,Unprovoked,N
1973,Male,PALAU,Western Caroline Islands,Night,Diving,Unprovoked,N
1973,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
1972,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Treading water,Unprovoked,N
1972,Male,MOZAMBIQUE,Gaza,Afternoon,Swimming,Unprovoked,N
1972,Male,MEXICO,Guerrero,Afternoon,Surf,Unprovoked,Y
1972,Male,SOUTH AFRICA,Western Cape Province,Morning,Swimming,Unprovoked,N
1972,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1972,Unknown,AUSTRALIA,New South Wales,Night,Unknown,Provoked,N
1972,Unknown,REUNION ISLAND,Saint-Philippe,Night,Fishing,Unprovoked,Y
1972,Male,AUSTRALIA,Queensland,Night,Fishing,Unprovoked,N
1972,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
1972,Male,USA,US Virgin Islands,Night,Diving,Unprovoked,Y
1972,Male,USA,Florida,Night,Surf,Unprovoked,N
1972,Male,NEW ZEALAND,North Island,Night,Swimming,Unprovoked,N
1972,Male,USA,California,Morning,Surf,Unprovoked,N
1972,Female,MOZAMBIQUE,Maputo Province,Night,Swimming,Unknown,U
1972,Male,USA,Florida,Evening,Surf,Unprovoked,N
1972,Male,USA,Hawaii,Night,Fishing,Unprovoked,N
1972,Male,AUSTRALIA,Tasmania,Night,Diving,Unprovoked,N
1972,Unknown,USA,California,Night,Diving,Unknown,U
1972,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,Y
1972,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,Y
1972,Male,USA,Florida,Morning,Surf,Unprovoked,N
1972,Male,USA,California,Afternoon,Diving,Unprovoked,N
1972,Male,FRENCH POLYNESIA,Tuamotus,Night,Fishing,Unprovoked,N
1972,Male,WESTERN SAMOA,Upolu Island,Night,Swimming,Unprovoked,Y
1972,Female,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1972,Male,MOZAMBIQUE,Gaza,Evening,Swimming,Unprovoked,Y
1972,Male,PACIFIC OCEAN,Unknown,Night,Fishing,Provoked,N
1972,Male,USA,Hawaii,Night,Fishing,Unprovoked,N
1972,Male,AUSTRALIA,Victoria,Morning,Surf,Unprovoked,N
1972,Unknown,AUSTRALIA,Tasmania,Night,Unknown,Unprovoked,N
1972,Male,SOUTH AFRICA,Eastern Cape Province,Night,Swimming,Unprovoked,Y
1972,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Sitting in shallows,Unprovoked,N
1972,Male,MOZAMBIQUE,Gaza,Evening,Standing,Unprovoked,N
1972,Male,MOZAMBIQUE,Maputo Province,Night,Fishing,Unprovoked,N
1972,Unknown,FRANCE,Antibes,Night,Swimming,Unprovoked,N
1972,Male,MARSHALL ISLANDS,Illeginni Atoll,Night,Diving,Unprovoked,N
1971,Unknown,AUSTRALIA,New South Wales,Night,Unknown,Unprovoked,N
1971,Female,SOUTH AFRICA,Western Cape Province,Afternoon,Swimming,Unprovoked,N
1971,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,Y
1971,Male,HONG KONG,Mirs Bay ,Morning,Swimming,Unprovoked,N
1971,Unknown,AUSTRALIA,New South Wales,Night,Unknown,Provoked,N
1971,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1971,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,N
1971,Male,USA,California,Afternoon,Diving,Unprovoked,N
1971,Unknown,USA,North Carolina,Night,Surf,Unprovoked,N
1971,Male,CROATIA,Istria County,Morning,Swimming,Unprovoked,Y
1971,Male,AUSTRALIA,South Australia,Night,Fishing,Unprovoked,Y
1971,Male,AUSTRALIA,New South Wales,Afternoon,Fishing,Provoked,N
1971,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
1971,Male,USA,California,Night,Diving,Unprovoked,N
1971,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,N
1971,Male,BRITISH ISLES,South Devon,Night,Diving,Unprovoked,N
1971,Male,KENYA,Coast Province,Night,Swimming,Unprovoked,N
1971,Male,SOUTH AFRICA,Western Cape Province,Morning,Swimming,Unprovoked,Y
1971,Male,MEXICO,Guerrero,Morning,Surf,Unprovoked,Y
1971,Male,VENEZUELA,Unknown,Night,Unknown,Unprovoked,Y
1971,Male,VENEZUELA,Unknown,Night,Unknown,Unprovoked,Y
1971,Unknown,MOZAMBIQUE,Between Beira & Maputo,Night,Wreck of the 1689-ton Portuguese  coaster Angoche,Sea Disaster,Y
1971,Male,NEW ZEALAND,South Island,Morning,Surf,Unprovoked,N
1971,Male,AUSTRALIA,Tasmania,Evening,Swimming,Unprovoked,N
1971,Male,USA,California,Night,Diving,Unprovoked,N
1971,Male,AUSTRALIA,South Australia,Night,Surf,Unprovoked,N
1971,Male,CROATIA,Istria ,Night,Swimming,Unprovoked,U
1971,Male,IRAN,Khuzestan Province,Night,Unknown,Unprovoked,N
1971,Male,IRAN,Khuzestan Province,Night,Unknown,Unprovoked,N
1970,Male,MOZAMBIQUE,Inhambe Province,Afternoon,Fishing,Unprovoked,Y
1970,Male,MOZAMBIQUE,Inhambe Province,Night,Fishing,Unprovoked,Y
1970,Male,MICRONESIA,Namonuito Atoll,Night,Fishing,Unprovoked,N
1970,Male,USA,Hawaii,Night,Shipwreck,Sea Disaster,N
1970,Male,Unknown,Unknown,Night,Unknown,Unprovoked,N
1970,Male,USA,Hawaii,Night,Surf,Unprovoked,N
1970,Male,USA,Florida,Night,Surf,Unprovoked,N
1970,Male,MICRONESIA,Eastern Caroline Islands,Morning,Diving,Unprovoked,N
1970,Male,PALAU,Western Caroline Islands (North Pacific Ocean),Night,Fishing,Provoked,N
1970,Male,USA,Florida,Morning,Floating ,Unprovoked,N
1970,Male,AUSTRALIA,New South Wales,Night,Unknown,Provoked,N
1970,Male,USA,South Carolina,Night,Swimming,Unprovoked,N
1970,Male,USA,Florida,Night,Diving,Unprovoked,N
1970,Unknown,Unknown,Caribbean Sea,Afternoon,Sea Disaster Sinking of ferryboat Christina,Unknown,U
1970,Male,Unknown,Unknown,Night,Unknown,Unprovoked,N
1970,Male,USA,Florida,Night,Fishing,Provoked,N
1970,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Diving,Provoked,N
1970,Male,GRENADA,St. Andrew Parish,Afternoon,Wading,Unprovoked,Y
1970,Male,GRENADA,St. Andrew Parish,Afternoon,Wading,Unprovoked,Y
1970,Unknown,PHILIPPINES,200 nm southeast of Manila,Night,Motor launch Baby Princesa capsized with 22 people on board,Sea Disaster,Y
1970,Male,GRENADA,St. Andrew Parish,Evening,Swimming,Unprovoked,Y
1970,Male,Unknown,Unknown,Night,Diving,Provoked,N
1970,Male,SOLOMON ISLANDS,Unknown,Night,Swimming,Unprovoked,U
1970,Male,USA,Hawaii,Night,Surf,Unknown,U
1970,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
1970,Female,Unknown,Unknown,Night,Wading,Unprovoked,N
1970,Male,MOZAMBIQUE,Limpopo River,Night,Swimming,Unprovoked,N
1970,Male,MOZAMBIQUE,Limpopo River,Night,Swimming,Unprovoked,N
1970,Male,MOZAMBIQUE,Limpopo River,Night,Swimming,Unprovoked,N
1970,Male,MOZAMBIQUE,Limpopo River,Night,Swimming,Unprovoked,N
1970,Male,EGYPT,Red Sea,Night,Air Disaster,Sea Disaster,Y
1970,Male,MEXICO,Guerrero,Night,Swimming,Unprovoked,N
1970,Male,ENGLAND,Devon,Night,Attempted to return injured shark to the sea,Unprovoked,N
1970,Male,PAPUA NEW GUINEA,New Ireland Province,Night,Diving,Unprovoked,N
1970,Male,SRI LANKA,Western Province,Night,Fishing,Unprovoked,N
1970,Male,SPAIN,Canary Islands,Night,Fishing,Unprovoked,N
1970,Male,ITALY,Sardinia,Night,Fishing,Sea Disaster,N
1970,Male,CROATIA,Zadar County,Night,Fishing,Unprovoked,U
1970,Female,IRAQ,Basrah,Afternoon,Washing cooking pans,Unprovoked,N
1970,Female,IRAQ,Basrah,Night,Air Disaster,Unprovoked,N
1970,Male,IRAQ,Basrah,Afternoon,Swimming,Unprovoked,Y
1970,Male,IRAQ,Basrah,Afternoon,Fishing,Unprovoked,N
1969,Male,AUSTRALIA,Western Australia,Afternoon,Swimming,Unprovoked,N
1969,Male,USA,Hawaii,Night,Diving,Unprovoked,N
1969,Male,AUSTRALIA,New South Wales,Night,Unknown,Provoked,N
1969,Male,USA,Hawaii,Morning,Diving,Unprovoked,N
1969,Male,USA,California,Morning,Diving,Unprovoked,N
1969,Male,USA,Florida,Afternoon,Floating ,Unprovoked,N
1969,Male,USA,Massachusetts,Night,Fishing,Provoked,N
1969,Male,USA,Florida,Morning,Surf,Unprovoked,N
1969,Male,USA,Florida,Evening,Surf,Unprovoked,N
1969,Male,Unknown,Unknown,Night,Unknown,Unprovoked,N
1969,Male,ENGLAND,Unknown,Night,Unknown,Provoked,N
1969,Male,USA,Florida,Evening,Unknown,Provoked,N
1969,Male,USA,California,Afternoon,Surf,Unprovoked,N
1969,Male,USA,Florida,Evening,Wading,Unprovoked,U
1969,Male,JAMAICA,Clarendon,Morning,Diving,Unprovoked,N
1969,Male,USA,Florida,Night,Wading,Unprovoked,N
1969,Male,USA,Texas,Evening,Surf,Provoked,N
1969,Male,USA,Florida,Morning,Diving,Provoked,N
1969,Male,DOMINICAN REPUBLIC,Unknown,Evening,Surf,Unprovoked,U
1969,Unknown,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1969,Male,AUSTRALIA,New South Wales,Night,Netting pilchards,Unknown,U
1969,Male,USA,Florida,Night,Fishing,Provoked,N
1969,Male,AUSTRALIA,New South Wales,Night,Unknown,Provoked,N
1969,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
1969,Male,AUSTRALIA,Tasmania,Afternoon,Fishing,Provoked,N
1969,Male,AUSTRALIA,Queensland,Night,Diving,Unknown,U
1969,Male,AUSTRALIA,New South Wales,Morning,Diving,Unprovoked,N
1969,Male,AUSTRALIA,Victoria,Night,Unknown,Unprovoked,N
1969,Unknown,BAHAMAS,Eleuthera,Night,Sight-seeing,Provoked,N
1968,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Diving,Unknown,U
1968,Male,AUSTRALIA,New South Wales,Morning,Feeding a shark,Provoked,N
1968,Male,NEW ZEALAND,South Island,Evening,Surf,Unprovoked,N
1968,Male,AUSTRALIA,South Australia,Night,Unknown,Unprovoked,N
1968,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Unprovoked,N
1968,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1968,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Sea Disaster,N
1968,Unknown,PAPUA NEW GUINEA,Madang Province,Night,Wreck of the Storm King,Sea Disaster,U
1968,Male,AUSTRALIA,Western Australia,Afternoon,Unknown,Provoked,N
1968,Male,BAHAMAS,Unknown,Night,Unknown,Provoked,N
1968,Male,USA,Florida,Night,Fishing,Unprovoked,N
1968,Unknown,PHILIPPINES,Moro Gulf,Night,Sinking of the ferryboat Dumaguete ,Sea Disaster,N
1968,Unknown,USA,Florida,Afternoon,Surf,Unknown,U
1968,Male,NEW ZEALAND,South Island,Morning,Fishing,Unprovoked,Y
1968,Unknown,USA,Florida,Evening,Playing with a frisbee in the shallows,Unprovoked,N
1968,Male,USA,Florida,Evening,Standing,Unprovoked,N
1968,Male,FRENCH POLYNESIA,Society Islands,Night,Swimming,Unprovoked,N
1968,Unknown,MALAYSIA,Johor,Morning,Leaving the water,Unprovoked,N
1968,Male,COLOMBIA,Magdalena Department,Morning,Fishing,Unprovoked,N
1968,Male,USA,California,Morning,Diving,Unprovoked,N
1968,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
1968,Male,USA,South Carolina,Afternoon,Fishing,Unprovoked,N
1968,Male,BAHAMAS,Great Exuma Island,Night,Swimming,Unprovoked,Y
1968,Male,MEXICO,Baja California,Afternoon,Unknown,Unknown,U
1968,Male,BAHAMAS,Eleuthera,Night,Fishing,Unprovoked,N
1968,Male,USA,Florida,Morning,Clamming,Unprovoked,N
1968,Male,ENGLAND,Unknown,Night,Unknown,Unprovoked,N
1968,Unknown,TANZANIA,Mafia Island,Night,Schooner sank during a storm,Unknown,U
1968,Male,PAPUA NEW GUINEA,New Ireland Province,Night,Standing,Unprovoked,N
1968,Male,USA,Florida,Afternoon,Wading,Unknown,U
1968,Male,USA,Florida,Afternoon,Unknown,Unprovoked,N
1968,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1968,Male,PAPUA NEW GUINEA,Gulf Province,Night,Swimming,Unprovoked,Y
1968,Male,AUSTRALIA,New South Wales,Morning,Unknown,Provoked,N
1968,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Wading & pushing dinghy toward  the shallows,Unprovoked,N
1968,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1968,Male,USA,Florida,Night,Treading water,Unknown,U
1968,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1968,Female,AUSTRALIA,Western Australia,Afternoon,Swimming,Unprovoked,N
1968,Female,NEW ZEALAND,North Island,Night,Picking up shark by the tail,Provoked,N
1968,Male,AUSTRALIA,South Australia,Evening,Fishing,Unprovoked,N
1968,Unknown,AUSTRALIA,New South Wales,Night,Unknown,Unprovoked,N
1968,Unknown,MOZAMBIQUE,Unknown,Night,Diving,Unprovoked,N
1968,Unknown,PAPUA NEW GUINEA,Morobe Province,Evening,Swimming,Unprovoked,Y
1968,Male,COSTA RICA,Limón Province,Night,Swimming,Unprovoked,Y
1968,Unknown,USA,Florida,Afternoon,Diving,Unknown,U
1968,Unknown,USA,Florida,Evening,Surf,Unknown,U
1967,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,N
1967,Male,PAPUA NEW GUINEA,Central Province,Night,Fishing,Unknown,U
1967,Male,FIJI,Unknown,Morning,Unknown,Unprovoked,N
1967,Male,AUSTRALIA,Victoria,Afternoon,Swimming,Unprovoked,Y
1967,Male,USA,Unknown,Night,Unknown,Provoked,N
1967,Male,AUSTRALIA,New South Wales,Night,Diving,Provoked,N
1967,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1967,Male,FIJI,Unknown,Morning,Diving,Provoked,N
1967,Unknown,PHILIPPINES,Rombion Province,Night,Sinking of the M/V Mindoro during a typhoon,Sea Disaster,Y
1967,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Unknown,Unknown,U
1967,Unknown,MEXICO,Veracruz,Night,Swimming,Unprovoked,Y
1967,Male,USA,Florida,Evening,Standing on sandbar,Unprovoked,N
1967,Male,TONGA,Unknown,Night,Swimming,Unprovoked,N
1967,Male,USA,Hawaii,Night,Boat capsized between O'ahu & Molokai,Unknown,U
1967,Male,ITALY,Brindisi Province,Night,Diving,Provoked,U
1967,Unknown,PAPUA NEW GUINEA,New Ireland Province,Night,Diving,Provoked,U
1967,Unknown,USA,Florida,Afternoon,Fishing,Unprovoked,N
1967,Male,PAPUA NEW GUINEA,New Ireland Province,Night,Fishing,Unprovoked,Y
1967,Male,PAPUA NEW GUINEA,New Ireland Province,Night,Fishing,Unprovoked,Y
1967,Male,USA,California,Afternoon,Pulling shark from the water,Provoked,N
1967,Male,JAPAN,Kagawa Prefecture,Afternoon,Unknown,Unprovoked,Y
1967,Male,ITALY,Liguria,Night,Fishing,Unprovoked,N
1967,Male,AUSTRALIA,Western Australia,Morning,Fishing,Unprovoked,Y
1967,Female,BERMUDA,Hamilton,Evening,Floating ,Unprovoked,N
1967,Male,COLOMBIA,Unknown,Night,Unknown,Unprovoked,N
1967,Male,AUSTRALIA,New South Wales,Night,Diving,Unknown,U
1967,Male,USA,Florida,Afternoon,Fishing,Unprovoked,N
1967,Male,BAHAMAS,Out Islands,Afternoon,Photography and filming,Unprovoked,N
1967,Male,SENEGAL,Cap Vert Peninsula,Night,Beach seine netting,Unprovoked,N
1967,Male,USA,Florida,Afternoon,Snorkeling,Unprovoked,N
1967,Male,TURKEY,Mugla Province,Afternoon,Fishing,Unprovoked,Y
1967,Male,USA,South Carolina,Evening,Surf,Unknown,U
1967,Male,USA,Florida,Evening,Fishing,Provoked,N
1967,Male,ITALY,Sicily,Night,Fishing,Provoked,N
1967,Male,AUSTRALIA,South Australia,Morning,Unknown,Provoked,N
1967,Male,AUSTRALIA,Unknown,Afternoon,Feeding a shark,Provoked,N
1967,Male,UNITED KINGDOM,Gibraltar,Night,Fishing,Provoked,N
1967,Male,NEW ZEALAND,North Island,Afternoon,Diving,Provoked,N
1967,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Unprovoked,N
1967,Male,AUSTRALIA,Victoria,Afternoon,Fishing,Provoked,N
1967,Unknown,AUSTRALIA,New South Wales,Night,Vehicle plunged over cliff into the water,Unknown,U
1967,Male,NEW ZEALAND,South Island,Evening,Lifesaving drill,Unprovoked,Y
1967,Male,PAPUA NEW GUINEA,New Britain,Night,Unknown,Unprovoked,N
1967,Male,MEXICO,Veracruz,Afternoon,Swimming,Sea Disaster,Y
1967,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1967,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Provoked,N
1967,Male,MOZAMBIQUE,Bay of Maputo,Night,Swimming,Unprovoked,N
